Identificador;Columna 1;Columna 2;Columna 3;Columna 4
Dato 10756;184;150;71;3
Dato 10757;184;150;71;3
Dato 10758;184;149;71;3
Dato 10759;185;148;72;3
Dato 10760;186;147;73;3
Dato 10761;187;147;73;3
Dato 10762;187;147;73;3
Dato 10763;187;147;73;3
Dato 10764;186;147;73;3
Dato 10765;186;147;73;3
Dato 10766;186;147;73;3
Dato 10767;186;147;73;3
Dato 10768;187;146;73;3
Dato 10769;186;147;73;3
Dato 10770;186;147;73;3
Dato 10771;185;148;72;3
Dato 10772;184;149;71;3
Dato 10773;185;149;72;3
Dato 10774;195;136;81;3
Dato 10775;212;117;96;2
Dato 10776;217;112;101;2
Dato 10777;218;111;102;2
Dato 10778;218;111;102;2
Dato 10779;218;111;101;2
Dato 10780;218;111;101;2
Dato 10781;218;111;101;2
Dato 10782;218;111;102;2
Dato 10783;216;110;99;2
Dato 10784;199;104;73;2
Dato 10785;0;0;0;0
Dato 10786;0;0;0;0
Dato 10787;0;0;0;0
Dato 10788;0;0;0;0
Dato 10789;0;0;0;0
Dato 10790;0;0;0;0
Dato 10791;0;0;0;0
Dato 10792;0;0;0;0
Dato 10793;0;0;0;0
Dato 10794;0;0;0;0
Dato 10795;0;0;0;0
Dato 10796;0;0;0;0
Dato 10797;0;0;0;0
Dato 10798;0;0;0;0
Dato 10799;0;0;0;0
Dato 10800;0;0;0;0
Dato 10801;0;0;0;0
Dato 10802;0;0;0;0
Dato 10803;0;0;0;0
Dato 10804;0;0;0;0
Dato 10805;0;0;0;0
Dato 10806;0;0;0;0
Dato 10807;0;0;0;0
Dato 10808;0;0;0;0
Dato 10809;0;0;0;0
Dato 10810;0;0;0;0
Dato 10811;0;0;0;0
Dato 10812;0;0;0;0
Dato 10813;0;0;0;0
Dato 10814;0;0;0;0
Dato 10815;0;0;0;0
Dato 10816;0;0;0;0
Dato 10817;0;0;0;0
Dato 10818;0;0;0;0
Dato 10819;0;0;0;0
Dato 10820;0;0;0;0
Dato 10821;0;0;0;0
Dato 10822;0;0;0;0
Dato 10823;0;0;0;0
Dato 10824;0;0;0;0
Dato 10825;0;0;0;0
Dato 10826;0;0;0;0
Dato 10827;0;0;0;0
Dato 10828;0;0;0;0
Dato 10829;0;0;0;0
Dato 10830;0;0;0;0
Dato 10831;0;0;0;0
Dato 10832;0;0;0;0
Dato 10833;0;0;0;0
Dato 10834;0;0;0;0
Dato 10835;0;0;0;0
Dato 10836;0;0;0;0
Dato 10837;0;0;0;0
Dato 10838;0;0;0;0
Dato 10839;0;0;0;0
Dato 10840;0;0;0;0
Dato 10841;0;0;0;0
Dato 10842;0;0;0;0
Dato 10843;0;0;0;0
Dato 10844;0;0;0;0
Dato 10845;0;0;0;0
Dato 10846;0;0;0;0
Dato 10847;0;0;0;0
Dato 10848;0;0;0;0
Dato 10849;0;0;0;0
Dato 10850;0;0;0;0
Dato 10851;0;0;0;0
Dato 10852;0;0;0;0
Dato 10853;0;0;0;0
Dato 10854;0;0;0;0
Dato 10855;0;0;0;0
Dato 10856;0;0;0;0
Dato 10857;0;0;0;0
Dato 10858;0;0;0;0
Dato 10859;0;0;0;0
Dato 10860;0;0;0;0
Dato 10861;0;0;0;0
Dato 10862;0;0;0;0
Dato 10863;0;0;0;0
Dato 10864;0;0;0;0
Dato 10865;0;0;0;0
Dato 10866;0;0;0;0
Dato 10867;0;0;0;0
Dato 10868;0;0;0;0
Dato 10869;0;0;0;0
Dato 10870;0;0;0;0
Dato 10871;0;0;0;0
Dato 10872;0;0;0;0
Dato 10873;0;0;0;0
Dato 10874;0;0;0;0
Dato 10875;0;0;0;0
Dato 10876;0;0;0;0
Dato 10877;0;0;0;0
Dato 10878;0;0;0;0
Dato 10879;0;0;0;0
Dato 10880;0;0;0;0
Dato 10881;0;0;0;0
Dato 10882;0;0;0;0
Dato 10883;0;0;0;0
Dato 10884;0;0;0;0
Dato 10885;0;0;0;0
Dato 10886;0;0;0;0
Dato 10887;0;0;0;0
Dato 10888;0;0;0;0
Dato 10889;0;0;0;0
Dato 10890;0;0;0;0
Dato 10891;0;0;0;0
Dato 10892;195;104;65;2
Dato 10893;202;106;76;2
Dato 10894;216;110;99;2
Dato 10895;218;111;102;2
Dato 10896;218;111;102;2
Dato 10897;216;113;99;2
Dato 10898;213;117;97;2
Dato 10899;216;113;100;2
Dato 10900;218;110;106;2
Dato 10901;220;106;112;2
Dato 10902;218;110;104;2
Dato 10903;217;112;101;2
Dato 10904;213;117;97;2
Dato 10905;205;126;89;3
Dato 10906;206;124;91;2
Dato 10907;216;113;99;2
Dato 10908;218;111;101;2
Dato 10909;218;111;101;2
Dato 10910;218;110;104;2
Dato 10911;221;105;115;2
Dato 10912;224;98;129;2
Dato 10913;226;93;141;2
Dato 10914;227;92;144;2
Dato 10915;226;93;141;2
Dato 10916;225;96;134;2
Dato 10917;225;95;137;2
Dato 10918;227;91;146;2
Dato 10919;223;100;126;2
Dato 10920;219;108;107;2
Dato 10921;218;110;104;2
Dato 10922;218;111;102;2
Dato 10923;218;111;102;2
Dato 10924;218;111;101;2
Dato 10925;218;111;101;2
Dato 10926;218;111;101;2
Dato 10927;218;111;101;2
Dato 10928;218;111;101;2
Dato 10929;218;111;102;2
Dato 10930;218;111;102;2
Dato 10931;218;111;102;2
Dato 10932;219;109;105;2
Dato 10933;220;107;111;2
Dato 10934;221;103;119;2
Dato 10935;227;90;147;2
Dato 10936;236;71;191;1
Dato 10937;243;56;223;1
Dato 10938;246;51;235;1
Dato 10939;245;53;230;1
Dato 10940;245;52;233;1
Dato 10941;246;50;236;1
Dato 10942;247;49;240;1
Dato 10943;248;45;247;1
Dato 10944;248;45;247;1
Dato 10945;245;45;244;1
Dato 10946;236;44;233;1
Dato 10947;233;46;226;1
Dato 10948;242;51;230;1
Dato 10949;242;57;220;1
Dato 10950;241;61;214;1
Dato 10951;240;64;206;1
Dato 10952;230;84;162;2
Dato 10953;221;105;116;2
Dato 10954;218;110;104;2
Dato 10955;218;111;102;2
Dato 10956;218;110;103;2
Dato 10957;219;110;104;2
Dato 10958;219;109;105;2
Dato 10959;219;109;106;2
Dato 10960;219;109;106;2
Dato 10961;219;109;106;2
Dato 10962;219;109;106;2
Dato 10963;218;110;104;2
Dato 10964;218;110;103;2
Dato 10965;218;110;103;2
Dato 10966;217;111;102;2
Dato 10967;215;114;99;2
Dato 10968;205;125;90;2
Dato 10969;190;143;76;3
Dato 10970;184;149;71;3
Dato 10971;184;150;71;3
Dato 10972;184;150;71;3
Dato 10973;184;150;71;3
Dato 10974;184;150;71;3
Dato 10975;184;150;71;3
Dato 10976;184;149;71;3
Dato 10977;184;149;71;3
Dato 10978;184;149;71;3
Dato 10979;186;147;72;3
Dato 10980;186;147;73;3
Dato 10981;186;147;73;3
Dato 10982;186;147;72;3
Dato 10983;186;147;73;3
Dato 10984;186;147;73;3
Dato 10985;187;147;73;3
Dato 10986;186;147;73;3
Dato 10987;187;147;73;3
Dato 10988;186;148;72;3
Dato 10989;184;149;71;3
Dato 10990;184;149;71;3
Dato 10991;188;145;74;3
Dato 10992;199;133;84;3
Dato 10993;208;122;92;2
Dato 10994;212;117;96;2
Dato 10995;213;116;97;2
Dato 10996;213;116;97;2
Dato 10997;215;115;98;2
Dato 10998;216;113;99;2
Dato 10999;217;112;101;2
Dato 11000;215;111;97;2
Dato 11001;199;105;72;2
Dato 11002;0;0;0;0
Dato 11003;0;0;0;0
Dato 11004;0;0;0;0
Dato 11005;0;0;0;0
Dato 11006;0;0;0;0
Dato 11007;0;0;0;0
Dato 11008;0;0;0;0
Dato 11009;0;0;0;0
Dato 11010;0;0;0;0
Dato 11011;0;0;0;0
Dato 11012;0;0;0;0
Dato 11013;0;0;0;0
Dato 11014;0;0;0;0
Dato 11015;0;0;0;0
Dato 11016;0;0;0;0
Dato 11017;0;0;0;0
Dato 11018;0;0;0;0
Dato 11019;0;0;0;0
Dato 11020;0;0;0;0
Dato 11021;0;0;0;0
Dato 11022;0;0;0;0
Dato 11023;0;0;0;0
Dato 11024;0;0;0;0
Dato 11025;0;0;0;0
Dato 11026;0;0;0;0
Dato 11027;0;0;0;0
Dato 11028;0;0;0;0
Dato 11029;0;0;0;0
Dato 11030;0;0;0;0
Dato 11031;0;0;0;0
Dato 11032;0;0;0;0
Dato 11033;0;0;0;0
Dato 11034;0;0;0;0
Dato 11035;0;0;0;0
Dato 11036;0;0;0;0
Dato 11037;0;0;0;0
Dato 11038;0;0;0;0
Dato 11039;0;0;0;0
Dato 11040;0;0;0;0
Dato 11041;0;0;0;0
Dato 11042;0;0;0;0
Dato 11043;0;0;0;0
Dato 11044;0;0;0;0
Dato 11045;0;0;0;0
Dato 11046;0;0;0;0
Dato 11047;0;0;0;0
Dato 11048;0;0;0;0
Dato 11049;0;0;0;0
Dato 11050;0;0;0;0
Dato 11051;0;0;0;0
Dato 11052;0;0;0;0
Dato 11053;0;0;0;0
Dato 11054;0;0;0;0
Dato 11055;0;0;0;0
Dato 11056;0;0;0;0
Dato 11057;0;0;0;0
Dato 11058;0;0;0;0
Dato 11059;0;0;0;0
Dato 11060;0;0;0;0
Dato 11061;0;0;0;0
Dato 11062;0;0;0;0
Dato 11063;0;0;0;0
Dato 11064;0;0;0;0
Dato 11065;0;0;0;0
Dato 11066;0;0;0;0
Dato 11067;0;0;0;0
Dato 11068;0;0;0;0
Dato 11069;0;0;0;0
Dato 11070;0;0;0;0
Dato 11071;0;0;0;0
Dato 11072;0;0;0;0
Dato 11073;0;0;0;0
Dato 11074;0;0;0;0
Dato 11075;0;0;0;0
Dato 11076;0;0;0;0
Dato 11077;0;0;0;0
Dato 11078;0;0;0;0
Dato 11079;0;0;0;0
Dato 11080;0;0;0;0
Dato 11081;0;0;0;0
Dato 11082;0;0;0;0
Dato 11083;0;0;0;0
Dato 11084;0;0;0;0
Dato 11085;0;0;0;0
Dato 11086;0;0;0;0
Dato 11087;0;0;0;0
Dato 11088;0;0;0;0
Dato 11089;0;0;0;0
Dato 11090;0;0;0;0
Dato 11091;0;0;0;0
Dato 11092;0;0;0;0
Dato 11093;0;0;0;0
Dato 11094;0;0;0;0
Dato 11095;0;0;0;0
Dato 11096;0;0;0;0
Dato 11097;0;0;0;0
Dato 11098;0;0;0;0
Dato 11099;0;0;0;0
Dato 11100;0;0;0;0
Dato 11101;0;0;0;0
Dato 11102;0;0;0;0
Dato 11103;0;0;0;0
Dato 11104;0;0;0;0
Dato 11105;0;0;0;0
Dato 11106;0;0;0;0
Dato 11107;203;95;95;2
Dato 11108;198;105;70;2
Dato 11109;202;107;77;2
Dato 11110;211;113;93;2
Dato 11111;217;112;101;2
Dato 11112;218;111;101;2
Dato 11113;217;112;100;2
Dato 11114;215;115;99;2
Dato 11115;215;113;100;2
Dato 11116;217;111;104;2
Dato 11117;220;106;113;2
Dato 11118;219;108;108;2
Dato 11119;216;113;100;2
Dato 11120;211;119;95;2
Dato 11121;209;122;93;2
Dato 11122;209;121;94;2
Dato 11123;216;114;99;2
Dato 11124;218;111;101;2
Dato 11125;218;111;102;2
Dato 11126;218;110;103;2
Dato 11127;219;108;108;2
Dato 11128;219;108;109;2
Dato 11129;220;106;113;2
Dato 11130;221;104;117;2
Dato 11131;222;103;120;2
Dato 11132;221;104;117;2
Dato 11133;220;106;112;2
Dato 11134;221;104;118;2
Dato 11135;223;100;125;2
Dato 11136;222;103;120;2
Dato 11137;220;107;111;2
Dato 11138;218;110;104;2
Dato 11139;218;111;101;2
Dato 11140;218;111;101;2
Dato 11141;217;112;101;2
Dato 11142;218;111;101;2
Dato 11143;217;112;101;2
Dato 11144;217;112;101;2
Dato 11145;218;111;101;2
Dato 11146;218;111;101;2
Dato 11147;218;111;101;2
Dato 11148;218;111;101;2
Dato 11149;218;111;102;2
Dato 11150;219;109;105;2
Dato 11151;219;108;109;2
Dato 11152;222;101;123;2
Dato 11153;230;84;161;2
Dato 11154;238;68;197;1
Dato 11155;242;60;215;1
Dato 11156;242;59;217;1
Dato 11157;243;56;223;1
Dato 11158;246;50;237;1
Dato 11159;248;46;245;1
Dato 11160;248;45;248;1
Dato 11161;248;45;248;1
Dato 11162;248;46;246;1
Dato 11163;245;49;237;1
Dato 11164;241;58;217;1
Dato 11165;237;69;195;1
Dato 11166;233;77;177;1
Dato 11167;232;79;172;2
Dato 11168;234;77;176;1
Dato 11169;227;91;146;2
Dato 11170;222;103;120;2
Dato 11171;220;107;111;2
Dato 11172;220;106;112;2
Dato 11173;222;101;123;2
Dato 11174;223;99;127;2
Dato 11175;224;98;132;2
Dato 11176;225;95;137;2
Dato 11177;226;93;142;2
Dato 11178;226;92;142;2
Dato 11179;224;98;131;2
Dato 11180;222;101;123;2
Dato 11181;221;104;116;2
Dato 11182;221;105;116;2
Dato 11183;220;106;113;2
Dato 11184;219;109;105;2
Dato 11185;216;113;100;2
Dato 11186;203;128;88;2
Dato 11187;187;146;73;3
Dato 11188;184;150;71;3
Dato 11189;184;149;71;3
Dato 11190;184;150;71;3
Dato 11191;184;150;71;3
Dato 11192;184;150;71;3
Dato 11193;184;150;71;3
Dato 11194;184;150;71;3
Dato 11195;184;149;71;3
Dato 11196;185;148;72;3
Dato 11197;185;148;72;3
Dato 11198;186;148;72;3
Dato 11199;186;147;73;3
Dato 11200;186;147;73;3
Dato 11201;186;147;73;3
Dato 11202;186;147;72;3
Dato 11203;186;147;73;3
Dato 11204;186;148;72;3
Dato 11205;184;149;71;3
Dato 11206;184;149;71;3
Dato 11207;184;149;71;3
Dato 11208;185;149;71;3
Dato 11209;187;146;73;3
Dato 11210;192;141;78;3
Dato 11211;196;136;82;3
Dato 11212;198;134;83;3
Dato 11213;198;134;83;3
Dato 11214;204;127;89;2
Dato 11215;207;123;92;2
Dato 11216;211;119;95;2
Dato 11217;213;111;94;2
Dato 11218;198;105;70;2
Dato 11219;0;0;0;0
Dato 11220;0;0;0;0
Dato 11221;0;0;0;0
Dato 11222;0;0;0;0
Dato 11223;0;0;0;0
Dato 11224;0;0;0;0
Dato 11225;0;0;0;0
Dato 11226;0;0;0;0
Dato 11227;0;0;0;0
Dato 11228;0;0;0;0
Dato 11229;0;0;0;0
Dato 11230;0;0;0;0
Dato 11231;0;0;0;0
Dato 11232;0;0;0;0
Dato 11233;0;0;0;0
Dato 11234;0;0;0;0
Dato 11235;0;0;0;0
Dato 11236;0;0;0;0
Dato 11237;0;0;0;0
Dato 11238;0;0;0;0
Dato 11239;0;0;0;0
Dato 11240;0;0;0;0
Dato 11241;0;0;0;0
Dato 11242;0;0;0;0
Dato 11243;0;0;0;0
Dato 11244;0;0;0;0
Dato 11245;0;0;0;0
Dato 11246;0;0;0;0
Dato 11247;0;0;0;0
Dato 11248;0;0;0;0
Dato 11249;0;0;0;0
Dato 11250;0;0;0;0
Dato 11251;0;0;0;0
Dato 11252;0;0;0;0
Dato 11253;0;0;0;0
Dato 11254;0;0;0;0
Dato 11255;0;0;0;0
Dato 11256;0;0;0;0
Dato 11257;0;0;0;0
Dato 11258;0;0;0;0
Dato 11259;0;0;0;0
Dato 11260;0;0;0;0
Dato 11261;0;0;0;0
Dato 11262;0;0;0;0
Dato 11263;0;0;0;0
Dato 11264;0;0;0;0
Dato 11265;0;0;0;0
Dato 11266;0;0;0;0
Dato 11267;0;0;0;0
Dato 11268;0;0;0;0
Dato 11269;0;0;0;0
Dato 11270;0;0;0;0
Dato 11271;0;0;0;0
Dato 11272;0;0;0;0
Dato 11273;0;0;0;0
Dato 11274;0;0;0;0
Dato 11275;0;0;0;0
Dato 11276;0;0;0;0
Dato 11277;0;0;0;0
Dato 11278;0;0;0;0
Dato 11279;0;0;0;0
Dato 11280;0;0;0;0
Dato 11281;0;0;0;0
Dato 11282;0;0;0;0
Dato 11283;0;0;0;0
Dato 11284;0;0;0;0
Dato 11285;0;0;0;0
Dato 11286;0;0;0;0
Dato 11287;0;0;0;0
Dato 11288;0;0;0;0
Dato 11289;0;0;0;0
Dato 11290;0;0;0;0
Dato 11291;0;0;0;0
Dato 11292;0;0;0;0
Dato 11293;0;0;0;0
Dato 11294;0;0;0;0
Dato 11295;0;0;0;0
Dato 11296;0;0;0;0
Dato 11297;0;0;0;0
Dato 11298;0;0;0;0
Dato 11299;0;0;0;0
Dato 11300;0;0;0;0
Dato 11301;0;0;0;0
Dato 11302;0;0;0;0
Dato 11303;0;0;0;0
Dato 11304;0;0;0;0
Dato 11305;0;0;0;0
Dato 11306;0;0;0;0
Dato 11307;0;0;0;0
Dato 11308;0;0;0;0
Dato 11309;0;0;0;0
Dato 11310;0;0;0;0
Dato 11311;0;0;0;0
Dato 11312;0;0;0;0
Dato 11313;0;0;0;0
Dato 11314;0;0;0;0
Dato 11315;0;0;0;0
Dato 11316;0;0;0;0
Dato 11317;0;0;0;0
Dato 11318;0;0;0;0
Dato 11319;0;0;0;0
Dato 11320;0;0;0;0
Dato 11321;0;0;0;0
Dato 11322;0;0;0;0
Dato 11323;211;77;139;1
Dato 11324;203;102;85;2
Dato 11325;214;111;95;2
Dato 11326;213;114;96;2
Dato 11327;217;112;101;2
Dato 11328;218;111;101;2
Dato 11329;218;111;101;2
Dato 11330;216;113;100;2
Dato 11331;216;113;100;2
Dato 11332;217;110;105;2
Dato 11333;219;108;109;2
Dato 11334;219;108;109;2
Dato 11335;217;112;102;2
Dato 11336;212;118;96;2
Dato 11337;209;122;93;2
Dato 11338;212;117;96;2
Dato 11339;217;112;100;2
Dato 11340;218;111;101;2
Dato 11341;218;110;103;2
Dato 11342;219;109;106;2
Dato 11343;218;111;102;2
Dato 11344;218;110;103;2
Dato 11345;219;108;107;2
Dato 11346;220;105;114;2
Dato 11347;223;100;126;2
Dato 11348;223;100;126;2
Dato 11349;222;103;120;2
Dato 11350;220;106;113;2
Dato 11351;219;109;107;2
Dato 11352;219;109;106;2
Dato 11353;218;110;105;2
Dato 11354;218;110;104;2
Dato 11355;218;110;103;2
Dato 11356;218;111;102;2
Dato 11357;218;111;101;2
Dato 11358;217;112;100;2
Dato 11359;216;113;100;2
Dato 11360;214;115;98;2
Dato 11361;214;115;98;2
Dato 11362;217;112;100;2
Dato 11363;217;111;101;2
Dato 11364;217;112;101;2
Dato 11365;218;111;101;2
Dato 11366;218;111;101;2
Dato 11367;218;110;103;2
Dato 11368;219;108;108;2
Dato 11369;221;104;116;2
Dato 11370;222;101;124;2
Dato 11371;225;95;137;2
Dato 11372;231;82;167;1
Dato 11373;236;71;189;1
Dato 11374;240;63;208;1
Dato 11375;244;54;228;1
Dato 11376;247;47;243;1
Dato 11377;248;45;248;1
Dato 11378;248;46;245;1
Dato 11379;243;56;224;1
Dato 11380;236;73;187;1
Dato 11381;228;89;151;2
Dato 11382;224;97;132;2
Dato 11383;223;100;127;2
Dato 11384;224;97;133;2
Dato 11385;226;94;139;2
Dato 11386;223;99;127;2
Dato 11387;221;104;118;2
Dato 11388;220;106;112;2
Dato 11389;222;102;120;2
Dato 11390;225;95;136;2
Dato 11391;226;94;139;2
Dato 11392;226;93;140;2
Dato 11393;227;91;147;2
Dato 11394;227;91;145;2
Dato 11395;225;95;137;2
Dato 11396;222;101;124;2
Dato 11397;221;104;116;2
Dato 11398;221;104;117;2
Dato 11399;222;101;123;2
Dato 11400;222;102;122;2
Dato 11401;220;107;112;2
Dato 11402;218;111;102;2
Dato 11403;211;119;95;2
Dato 11404;190;143;76;3
Dato 11405;184;150;71;3
Dato 11406;184;149;71;3
Dato 11407;184;150;71;3
Dato 11408;184;150;71;3
Dato 11409;184;150;71;3
Dato 11410;184;150;71;3
Dato 11411;184;150;71;3
Dato 11412;184;150;71;3
Dato 11413;184;149;71;3
Dato 11414;184;149;71;3
Dato 11415;185;148;72;3
Dato 11416;186;148;72;3
Dato 11417;186;148;72;3
Dato 11418;186;148;72;3
Dato 11419;185;149;71;3
Dato 11420;185;148;72;3
Dato 11421;185;149;71;3
Dato 11422;184;150;71;3
Dato 11423;184;150;71;3
Dato 11424;185;148;72;3
Dato 11425;187;147;73;3
Dato 11426;187;146;74;3
Dato 11427;189;144;75;3
Dato 11428;191;142;77;3
Dato 11429;191;141;77;3
Dato 11430;191;142;77;3
Dato 11431;194;138;80;3
Dato 11432;196;136;81;3
Dato 11433;202;129;87;3
Dato 11434;210;115;91;2
Dato 11435;198;106;69;2
Dato 11436;0;0;0;0
Dato 11437;0;0;0;0
Dato 11438;0;0;0;0
Dato 11439;0;0;0;0
Dato 11440;0;0;0;0
Dato 11441;0;0;0;0
Dato 11442;0;0;0;0
Dato 11443;0;0;0;0
Dato 11444;0;0;0;0
Dato 11445;0;0;0;0
Dato 11446;0;0;0;0
Dato 11447;0;0;0;0
Dato 11448;0;0;0;0
Dato 11449;0;0;0;0
Dato 11450;0;0;0;0
Dato 11451;0;0;0;0
Dato 11452;0;0;0;0
Dato 11453;0;0;0;0
Dato 11454;0;0;0;0
Dato 11455;0;0;0;0
Dato 11456;0;0;0;0
Dato 11457;0;0;0;0
Dato 11458;0;0;0;0
Dato 11459;0;0;0;0
Dato 11460;0;0;0;0
Dato 11461;0;0;0;0
Dato 11462;0;0;0;0
Dato 11463;0;0;0;0
Dato 11464;0;0;0;0
Dato 11465;0;0;0;0
Dato 11466;0;0;0;0
Dato 11467;0;0;0;0
Dato 11468;0;0;0;0
Dato 11469;0;0;0;0
Dato 11470;0;0;0;0
Dato 11471;0;0;0;0
Dato 11472;0;0;0;0
Dato 11473;0;0;0;0
Dato 11474;0;0;0;0
Dato 11475;0;0;0;0
Dato 11476;0;0;0;0
Dato 11477;0;0;0;0
Dato 11478;0;0;0;0
Dato 11479;0;0;0;0
Dato 11480;0;0;0;0
Dato 11481;0;0;0;0
Dato 11482;0;0;0;0
Dato 11483;0;0;0;0
Dato 11484;0;0;0;0
Dato 11485;0;0;0;0
Dato 11486;0;0;0;0
Dato 11487;0;0;0;0
Dato 11488;0;0;0;0
Dato 11489;0;0;0;0
Dato 11490;0;0;0;0
Dato 11491;0;0;0;0
Dato 11492;0;0;0;0
Dato 11493;0;0;0;0
Dato 11494;0;0;0;0
Dato 11495;0;0;0;0
Dato 11496;0;0;0;0
Dato 11497;0;0;0;0
Dato 11498;0;0;0;0
Dato 11499;0;0;0;0
Dato 11500;0;0;0;0
Dato 11501;0;0;0;0
Dato 11502;0;0;0;0
Dato 11503;0;0;0;0
Dato 11504;0;0;0;0
Dato 11505;0;0;0;0
Dato 11506;0;0;0;0
Dato 11507;0;0;0;0
Dato 11508;0;0;0;0
Dato 11509;0;0;0;0
Dato 11510;0;0;0;0
Dato 11511;0;0;0;0
Dato 11512;0;0;0;0
Dato 11513;0;0;0;0
Dato 11514;0;0;0;0
Dato 11515;0;0;0;0
Dato 11516;0;0;0;0
Dato 11517;0;0;0;0
Dato 11518;0;0;0;0
Dato 11519;0;0;0;0
Dato 11520;0;0;0;0
Dato 11521;0;0;0;0
Dato 11522;0;0;0;0
Dato 11523;0;0;0;0
Dato 11524;0;0;0;0
Dato 11525;0;0;0;0
Dato 11526;0;0;0;0
Dato 11527;0;0;0;0
Dato 11528;0;0;0;0
Dato 11529;0;0;0;0
Dato 11530;0;0;0;0
Dato 11531;0;0;0;0
Dato 11532;0;0;0;0
Dato 11533;0;0;0;0
Dato 11534;0;0;0;0
Dato 11535;0;0;0;0
Dato 11536;0;0;0;0
Dato 11537;0;0;0;0
Dato 11538;0;0;0;0
Dato 11539;217;50;197;1
Dato 11540;210;91;114;2
Dato 11541;213;108;97;2
Dato 11542;218;112;102;2
Dato 11543;215;114;99;2
Dato 11544;217;112;102;2
Dato 11545;218;111;101;2
Dato 11546;217;112;100;2
Dato 11547;213;117;97;2
Dato 11548;216;113;101;2
Dato 11549;217;111;103;2
Dato 11550;218;111;102;2
Dato 11551;217;112;101;2
Dato 11552;212;117;96;2
Dato 11553;208;122;93;2
Dato 11554;214;116;97;2
Dato 11555;217;112;101;2
Dato 11556;218;111;101;2
Dato 11557;218;110;103;2
Dato 11558;219;109;105;2
Dato 11559;218;110;103;2
Dato 11560;218;111;102;2
Dato 11561;218;110;105;2
Dato 11562;221;103;119;2
Dato 11563;226;93;142;2
Dato 11564;228;89;150;2
Dato 11565;223;100;126;2
Dato 11566;219;108;108;2
Dato 11567;219;109;105;2
Dato 11568;218;110;103;2
Dato 11569;217;111;101;2
Dato 11570;216;113;99;2
Dato 11571;217;111;101;2
Dato 11572;218;111;101;2
Dato 11573;218;111;101;2
Dato 11574;217;112;101;2
Dato 11575;216;113;100;2
Dato 11576;215;115;98;2
Dato 11577;214;116;98;2
Dato 11578;215;115;98;2
Dato 11579;216;113;100;2
Dato 11580;215;115;98;2
Dato 11581;215;115;98;2
Dato 11582;217;112;101;2
Dato 11583;218;110;104;2
Dato 11584;220;105;114;2
Dato 11585;221;104;116;2
Dato 11586;219;108;108;2
Dato 11587;219;108;107;2
Dato 11588;221;105;114;2
Dato 11589;227;91;147;2
Dato 11590;233;78;175;1
Dato 11591;237;70;192;1
Dato 11592;243;57;220;1
Dato 11593;247;48;242;1
Dato 11594;248;47;244;1
Dato 11595;243;56;223;1
Dato 11596;234;76;180;1
Dato 11597;226;93;141;2
Dato 11598;222;103;120;2
Dato 11599;220;106;112;2
Dato 11600;219;109;107;2
Dato 11601;220;106;112;2
Dato 11602;221;105;115;2
Dato 11603;220;107;110;2
Dato 11604;219;109;105;2
Dato 11605;218;110;103;2
Dato 11606;218;110;105;2
Dato 11607;219;108;108;2
Dato 11608;220;107;111;2
Dato 11609;220;106;112;2
Dato 11610;220;106;112;2
Dato 11611;219;108;108;2
Dato 11612;219;109;105;2
Dato 11613;219;110;104;2
Dato 11614;219;110;103;2
Dato 11615;219;110;104;2
Dato 11616;219;109;104;2
Dato 11617;219;109;104;2
Dato 11618;218;110;103;2
Dato 11619;216;113;100;2
Dato 11620;207;124;91;2
Dato 11621;189;144;75;3
Dato 11622;184;149;71;3
Dato 11623;184;149;71;3
Dato 11624;184;150;71;3
Dato 11625;184;150;71;3
Dato 11626;184;150;71;3
Dato 11627;184;150;71;3
Dato 11628;184;150;71;3
Dato 11629;184;150;71;3
Dato 11630;184;150;71;3
Dato 11631;184;149;71;3
Dato 11632;184;149;71;3
Dato 11633;184;149;71;3
Dato 11634;184;149;71;3
Dato 11635;184;149;71;3
Dato 11636;184;150;71;3
Dato 11637;184;149;71;3
Dato 11638;184;149;71;3
Dato 11639;185;148;72;3
Dato 11640;189;144;75;3
Dato 11641;194;138;80;3
Dato 11642;200;131;85;3
Dato 11643;203;128;88;2
Dato 11644;205;125;90;2
Dato 11645;206;125;90;2
Dato 11646;204;126;89;2
Dato 11647;202;129;87;3
Dato 11648;202;129;87;3
Dato 11649;202;129;87;3
Dato 11650;207;123;91;2
Dato 11651;211;112;91;2
Dato 11652;198;106;69;2
Dato 11653;0;0;0;0
Dato 11654;0;0;0;0
Dato 11655;0;0;0;0
Dato 11656;0;0;0;0
Dato 11657;0;0;0;0
Dato 11658;0;0;0;0
Dato 11659;0;0;0;0
Dato 11660;0;0;0;0
Dato 11661;0;0;0;0
Dato 11662;0;0;0;0
Dato 11663;0;0;0;0
Dato 11664;0;0;0;0
Dato 11665;0;0;0;0
Dato 11666;0;0;0;0
Dato 11667;0;0;0;0
Dato 11668;0;0;0;0
Dato 11669;0;0;0;0
Dato 11670;0;0;0;0
Dato 11671;0;0;0;0
Dato 11672;0;0;0;0
Dato 11673;0;0;0;0
Dato 11674;0;0;0;0
Dato 11675;0;0;0;0
Dato 11676;0;0;0;0
Dato 11677;0;0;0;0
Dato 11678;0;0;0;0
Dato 11679;0;0;0;0
Dato 11680;0;0;0;0
Dato 11681;0;0;0;0
Dato 11682;0;0;0;0
Dato 11683;0;0;0;0
Dato 11684;0;0;0;0
Dato 11685;0;0;0;0
Dato 11686;0;0;0;0
